species,body_mass,body_mass_log,HWI,HWI_log,life_history_PC1,median_dispersal_km,median_dispersal_log,long_dispersal_km,long_dispersal_log
Sylvia_atricapilla,-1.0170605926266751,-1.059288571392442,-0.7420225599265647,-0.6563302834981563,0.4816042591389099,0.106267332112591,0.1009915846636791,1.8604348659922,1.0509736643193963
Sylvia_communis,-1.0722753262200082,-1.1356830279461025,-1.1158061248085847,-1.1929873377821871,0.6376342879614356,0.271065888454092,0.2398558307174091,2.2982950707265,1.1934056897309058
Sylvia_curruca,-1.2244531848056526,-1.3544497550296026,-1.2184278187208657,-1.360536654753891,0.7238062082453532,0.26707183370089,0.23670859562836968,3.89027738801123,1.5872490274426152
Sylvia_melanocephala,-1.2121328208464086,-1.3362676952028971,-1.4734801056161233,-1.8269747872362465,0.9522075077711902,0.623906221089562,0.48483449443763676,6.67481858181911,2.037944655645891
Tachymarptis_melba,-0.03377480761303284,0.09551523574176406,2.3811684291479427,1.8500326694439615,-0.8371196686186647,1.97426629053803,1.0899973835514059,19.1177425402134,3.0016021391460845
Tadorna_tadorna,1.301607998560701,1.2559589225392311,1.006151638865807,1.0080450061652986,-0.4175045379412083,3.82603571649214,1.57402536802339,107.627363898232,4.687923345357808
Tetrao_urogallus,1.774394980580149,1.5951711938086752,-0.2643464568124673,-0.09401731278214076,0.3981688299926528,2.45986458417675,1.2412294507825696,27.3167849468104,3.343454736491504
Tringa_glareola,-0.29748724040682223,-0.1817679874066851,0.7734226890848984,0.836280354400366,0.234391963313727,9.10865100828214,2.3133915927035162,999.507930033538,6.90826308006288
Tringa_totanus,0.10374914357517917,0.2325518179756457,0.6195505109409556,0.7165697517991985,-0.25676120634225147,2.15195396561675,1.1480225670719604,116.914943837796,4.7699635496197414
Turdus_iliacus,-0.30504919632538885,-0.1900217488954612,-0.23744086323130328,-0.06550014018969937,0.5986630345355436,0.282411146755988,0.24874201438084798,1.95525667442661,1.0835855081439327
Turdus_merula,-0.021088034239775205,0.1083636006553219,-1.0336451686022305,-1.0657873755285503,0.5227460246242022,0.583804152768973,0.45982964481938576,3.47816990585933,1.4992144598103498
Turdus_philomelos,-0.2493872791157801,-0.12967847211071126,-0.565683605331569,-0.435236374837055,0.6873179831666246,0.0934711268047449,0.08935715640084808,6.37582755317775,1.998208106531118
Turdus_pilaris,-0.003909201803479143,0.12569307287894832,-0.4250917852368673,-0.2707947035175443,0.5002732851679303,1.87226797056402,1.055101951347317,16.3939400981828,2.8561218753409467
Turdus_viscivorus,0.05195149818435419,0.18150954953061524,-0.19921145491291692,-0.02547933423550037,0.39885584229102766,2.93198226890047,1.3691436928394702,8.33725402731891,2.234012207656161
Tyto_alba,0.7286898429352673,0.8002446420931993,0.2325690489961801,0.39043073759551455,0.4005957804506202,9.35205492047978,2.3371850430458414,74.972319691647,4.330369059360499
Upupa_epops,-0.25598227617379116,-0.13677885726238362,-1.200748092517566,-1.330938858813845,0.8061765873882253,3.26232352434046,1.4498144398382906,12.3712235682316,2.5931049028750346
Vanellus_vanellus,0.3923272341901195,0.5051434957638107,0.09327097113949194,0.26295236687644535,-0.5182668048563471,3.649584304064,1.5367778186276333,90.2907978909689,4.514049992718101
